corp_nm,corp_gbn,prdct,addr,lon,lat
(주)실크로,중소기업,누에고치(실크) 펩타이드,전라북도 완주군 봉동읍 둔산리 864-9 (재)전북테크노파크 전북과학기술진흥센터,127.1192336,35.96483859
(주)썬로드테크,중소기업,가드레일,전라북도 완주군 봉동읍 둔산리 852-7번지,127.1224509,35.96859568
(주)썬텍에너지,중소기업,스팀/ 전기,전라북도 완주군 봉동읍 용암리 798-1번지,127.1411853,35.94466503
(주)쓰리축코리아,중소기업,가변축,전라북도 완주군 봉동읍 장구리 581-8번지,127.1154214,35.97425647
(주)씨케이메탈 완주지점,중소기업,알루미늄 휠,전라북도 완주군 봉동읍 둔산리 926-24번지,127.1282941,35.95832239
(주)아성이엔지,중소기업,승강기,전라북도 완주군 소양면 황운리 854-11,127.2284012,35.85374467
(주)아시아2공장,중소기업,철망 등,전라북도 완주군 봉동읍 장구리 583-11번지,127.1139951,35.96813284
(주)아이비휀스,중소기업,철망,전라북도 완주군 용진읍 신지리 751,127.1730781,35.92702788
(주)아이엘,중소기업,경관조명,전라북도 완주군 봉동읍 둔산리 864-9 (재)전북테크노파크 전북과학기술진흥센터,127.1192336,35.96483859
(주)아이엠,중소기업,태양광발전장치/ 태양광구조물,전라북도 완주군 봉동읍 둔산리 931-1,127.118112,35.95843405
(주)아이엠,중소기업,태양광 발전용 접속반,전라북도 완주군 봉동읍 둔산리 931-11번지,127.1181114,35.95801948
(주)아헤스,중소기업,Power to Gas System/ 고압액체수소혼합저장용기/ 비귀금속 기반 저가형 전극/ 수전해 설비,전라북도 완주군 봉동읍 장구리 587-6,127.1120453,35.96483813
(주)에너지11,중소기업,나트륨 배터리 ,전라북도 완주군 봉동읍 둔산리 863-14 공장동,127.1156594,35.96211232
(주)에스엠엔테크,중소기업,연구용로봇/ 통신장비 케이스,전라북도 완주군 봉동읍 장구리 580-4,127.1221783,35.9702271
(주)에스엠전자,중소기업,태양광 발전장치/ 수배전반,전라북도 완주군 봉동읍 장구리 584-2,127.113687,35.96476764
(주)에스엠텍,중소기업,세이브라인/ 접이식피난구,전라북도 완주군 봉동읍 장구리 578-2번지,127.1206927,35.9733331
(주)에스엠특장,중소기업,윙바디 가드/ 윙바디 FLOOR,전라북도 완주군 봉동읍 둔산리 948-26번지,127.1237996,35.95360317
(주)에스이엔,중소기업,자동차부품(이너피스),전라북도 완주군 봉동읍 장구리 584-4,127.1153815,35.96575927
(주)에이.비.아이,중소기업,헴철(식품첨가물),전라북도 완주군 이서면 이문리 711번지 전북대학교 창업보육센터 2동 104호,127.0143447,35.82182536
(주)에이스터보,중소기업,송풍기,전라북도 완주군 봉동읍 장구리 587-5번지,127.1119393,35.96725562
(주)에이스테크,중소기업,자동차도어 및 기타부품,전라북도 완주군 봉동읍 장구리 673-1,127.1089743,35.96565189
(주)에이치엔엠이엔지,중소기업,자동화설비/ 차량안전시스템/ 태양광발전시시템,전라북도 완주군 봉동읍 장구리 584-7번지,127.1147738,35.96564441
(주)에이치티오 라이프,중소기업,다류(액상차),전라북도 완주군 고산면 읍내리 57-1번지,127.2142453,35.97831587
(주)에이치티오 라이프,중소기업,다류(액상차),전라북도 완주군 봉동읍 장구리 56-4번지,127.1247154,35.9749586
(주)에코스이엔씨,중소기업,태양광 발전장치 외,전라북도 완주군 봉동읍 장구리 584-7번지,127.1147738,35.96564441
(주)에코스틸,중소기업,돌망태 용접철망/ 디자인시트,전라북도 완주군 소양면 신촌리 271-1번지,127.2833729,35.81241914
(주)에코팜,중소기업,농업용 장거리 무선 제어기/ 유황훈증기,전라북도 완주군 봉동읍 둔산리 864-9 연구동 102호,127.1192336,35.96483859
(주)엘리트산업,중소기업,BUMPER BEAM & ASSY,전라북도 완주군 봉동읍 장구리 578-10번지,127.1188706,35.97244044
(주)엘에이테크,중소기업,자동차부품/ 특장차,전라북도 완주군 봉동읍 용암리 802-1번지,127.128602,35.94511601
(주)연합엔지니어링,중소기업,펌프등 기계부품,전라북도 완주군 삼례읍 하리 1111-3번지,127.0878793,35.90332902
(주)영산글로넷,중소기업,자동차부품,전라북도 완주군 봉동읍 용암리 796번지,127.1401527,35.94489417
(주)영산글로넷,중소기업,특장차개조,전라북도 완주군 봉동읍 장구리 583-2번지,127.1151493,35.9695273
(주)오클로케미칼,중소기업,살균소독 탈취제,전라북도 완주군 비봉면 내월리 370번지,127.1338474,36.00261415
(주)온컴퍼니,중소기업,시제품/ 설계원본,전라북도 완주군 봉동읍 둔산리 864-8번지 전북과학연구소 연구동 315호,127.1208912,35.96486054
(주)올그린텍코리아,중소기업,옥외용벤치/ 버스승강장,전라북도 완주군 봉동읍 구암리 823,127.1038609,35.95384135
(주)와이에이치에스앤티,중소기업,트랙터 부품/ 교통시설물,전라북도 완주군 봉동읍 장구리 672,127.1079134,35.96581768
(주)우영,중소기업,연료탱크,전라북도 완주군 봉동읍 용암리 825-3번지 (완주산업단지),127.1299201,35.94303056
(주)원진알미늄,중소기업,BIPV,전라북도 완주군 봉동읍 장구리 585-2번지,127.113449,35.96273277
(주)원진에코텍,중소기업,유기성 폐기물 감량화 기기,전라북도 완주군 봉동읍 둔산리 868-3,127.116519,35.96043591
(주)원효,중소기업,크로스멤버/ 서브후레임,전라북도 완주군 봉동읍 둔산리 870-7번지,127.1185127,35.96051705
(주)웰트리,중소기업,공기 정화/ 악취저감 배기설비,전라북도 완주군 봉동읍 둔산리 926-3번지,127.1305312,35.95600082
(주)유스타팜,중소기업,기타수산물가공품(쭈꾸미)/ 조미식품(양념),전라북도 완주군 이서면 이문리 711 전북대학교창업보육3센터 5동,127.0143447,35.82182536
(주)유창푸드빌,중소기업,돈육가공품/돈양념육,전라북도 완주군 소양면 해월리 381-1번지,127.2522057,35.86817009
(주)은덕중공업탄탄,중소기업,추적식 솔라 가로등/ 보일러,전라북도 완주군 봉동읍 둔산리 868-14번지,127.1147922,35.95932481
(주)은산,중소기업,논슬립,전라북도 완주군 봉동읍 둔산리 864-1번지 전북과학연구소 2층 12호,127.1202844,35.96517848
(주)이레테크,중소기업,LED전광판/ 조명등,전라북도 완주군 용진읍 간중리 698-1번지,127.1786145,35.89338473
(주)이수식품,중소기업,구이김,전라북도 완주군 상관면 신리 339-18번지,127.2183536,35.77423349
(주)이엠테크,중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 868-21번지,127.1159186,35.95852812
(주)이엠테크,중소기업,자동차부품,전라북도 완주군 봉동읍 장구리 575-1번지,127.1187422,35.97753201
(주)이엠테크,중소기업,자동차부품,전라북도 완주군 봉동읍 장구리 575-2번지,127.1183968,35.97669664
(주)이주테크,중소기업,논슬립/ 안전덮개,전라북도 완주군 용진읍 용흥리 354-3,127.1719515,35.89031156
(주)이지,중소기업,철도차량내장재,전라북도 완주군 봉동읍 둔산리 948-15,127.1247468,35.95325224
(주)이지스FSD,중소기업,방화문,전라북도 완주군 봉동읍 둔산리 924-23,127.131619,35.95622755
(주)이태리도어산업,중소기업,창호/가구,전라북도 완주군 상관면 신리 583-1번지,127.2101104,35.76994517
(주)인,중소기업,자동차부품/ 프레스금형,전라북도 완주군 봉동읍 장구리 582-1번지,127.1134052,35.97313328
(주)인데버랩,중소기업,마스크/ 필터,전라북도 완주군 봉동읍 둔산리 864-1번지 전북과학연구소 창조관 224호,127.1202844,35.96517848
(주)인비텍,중소기업,방초시트/ 격자고정시트,전라북도 완주군 이서면 이성리 592-1번지 1동,127.0427869,35.81027732
(주)인익스,중소기업,방충망,전라북도 완주군 봉동읍 장구리 581-4번지,127.1164208,35.97535068
(주)일렉트릭코리아,중소기업,분전반/ 전력제어반 등,전라북도 완주군 삼례읍 신금리 862-22번지,127.0888757,35.9261354
(주)일진이플러스,중소기업,히트펌프 등,전라북도 완주군 봉동읍 둔산리 852-5번지,127.1206358,35.96741545
(주)자연그대로,중소기업,탈취(소취)제,전라북도 완주군 운주면 장선리 269-1번지,127.2803226,36.08393313
(주)전주특강,중소기업,철판가공품/ 규격품/ 금형부품,전라북도 완주군 봉동읍 장구리 587-7번지,127.1121662,35.96435017
(주)제이머신,중소기업,금속 부품 가공,전라북도 완주군 봉동읍 둔산리 868-11번지,127.1156159,35.96124015
(주)제이머신,중소기업,마늘수확기/ 파종기/ 전기,전라북도 완주군 삼례읍 수계리 1406,127.1163724,35.93700451
(주)제이앤씨테크,중소기업,자동차 차체 시제품,전라북도 완주군 봉동읍 장구리 666,127.1099165,35.96587724
(주)조영산업,중소기업,사출기 프레임/ 브라켓/ 커버,전라북도 완주군 봉동읍 장구리 667,127.1100939,35.96509696
(주)주원산업,중소기업,자동차 부품,전라북도 완주군 봉동읍 둔산리 926-19번지,127.1279343,35.95785575
(주)주현,중소기업,틸트로테이터60/ 버켓 등,전라북도 완주군 봉동읍 구암리 39-36번지,127.1166137,35.9434916
(주)지니스,중소기업,방성균 및 미생물 분석 제품,"전라북도 완주군 봉동읍 둔산리 864-9번지 연구동 101, 102, 107호",127.1192336,35.96483859
(주)지비피,중소기업,와이퍼레버/ 핸들커버 등,전라북도 완주군 봉동읍 둔산리 924-9번지,127.1343377,35.95567767
(주)지비피,중소기업,산업용 고무제품,전라북도 완주군 봉동읍 둔산리 924-6,127.1332516,35.95567924
(주)지티,중소기업,블레이드/ 너셀,전라북도 완주군 봉동읍 둔산리 948-2번지,127.1235962,35.95491892
(주)진셀바이오텍,중소기업,재조합단백질,전라북도 완주군 봉동읍 용암리 809-1번지,127.1259704,35.9443668
(주)진흥창호,중소기업,알루미늄 창호제품,전라북도 완주군 이서면 상개리 54-11번지 ,127.0449012,35.82317314
(주)카본머티리얼,중소기업,울트라 스몰토우 난연섬유/ 울트라 스몰토우 탄소섬유,전라북도 완주군 봉동읍 둔산리 864-9 (재)전북테크노파크 이차전지신소재융합동 1호,127.1192336,35.96483859
(주)카이테크,중소기업,자동차발전기용 전압조정기 및 모터제어기,전라북도 완주군 용진읍 신지리 1077-3번지,127.1720246,35.92051962
(주)케이아이티,중소기업,쇽업쇼바/ 피난사다리 등,전라북도 완주군 봉동읍 장구리 580-3번지,127.1235507,35.9708891
(주)케이앤씨,중소기업,다이캐스팅 제조,전라북도 완주군 봉동읍 둔산리 924-24번지,127.1323447,35.95708329
(주)케이앤에프,중소기업,씽크대/ 붙박이장,전라북도 완주군 용진읍 용흥리 401-3번지,127.173944,35.89127654
(주)케이에이치티,중소기업,방위산업제품/ 자동차부품등,전라북도 완주군 봉동읍 둔산리 868-17번지,127.1171506,35.95799519
(주)케이엘테크,중소기업,기화장치/ 가스장비/ 가스혼합장치/ 가스부품,전라북도 완주군 삼례읍 수계리 1352,127.1195852,35.93834961
(주)케이티지오 농업회사법인 전주지점,중소기업,유기질비료/ 퇴비,전라북도 완주군 비봉면 봉산리 909-1번지,127.1481142,35.98260503
(주)코일마스터,중소기업,인덕터,전라북도 완주군 봉동읍 둔산리 863-14번지,127.1156594,35.96211232
(주)탑솔,중소기업,지열히트펌프,전라북도 완주군 봉동읍 장구리 578-9번지,127.1188699,35.97201884
(주)태광이앤비,중소기업,산업용 냉동기계/ 농업용 냉동유니트,전라북도 완주군 상관면 용암리 487-8,127.2315437,35.72486127
(주)태성콘크리트산업,중소기업,콘크리트 맨홀/ 옹벽,전라북도 완주군 용진읍 구억리 11-1,127.1806029,35.87937932
(주)태성테크,중소기업,지그/ 기계부품/ 자동차부품/ 전기,전라북도 완주군 삼례읍 수계리 1405-1,127.1162941,35.93728649
(주)태영기계,중소기업,흡수식냉온수기,전라북도 완주군 봉동읍 둔산리 868-22번지,127.115098,35.95899007
(주)토로라이프,중소기업,TORO Origin,전라북도 완주군 용진읍 운곡리 1039-3번지,127.1594304,35.89876289
(주)투윈테크,중소기업,밸브실/ 제수변보호통,전라북도 완주군 봉동읍 둔산리 863-6번지,127.1150538,35.96283579
(주)티엔에스산업,중소기업,자동차부품(썬루프 등),전라북도 완주군 봉동읍 장구리 582-2번지,127.114371,35.9729696
(주)팔마,중소기업,레미콘,전라북도 완주군 봉동읍 장구리 43-7 팔마,127.1295798,35.97467902
(주)포웰링,중소기업,액상칼슘비료/동물용사료/식품첨가물,전라북도 완주군 봉동읍 구미리 537번지,127.1339263,35.93395362
(주)폴리셀,중소기업,마스크팩,전라북도 완주군 상관면 신리 536-1번지,127.2030815,35.77489627
(주)푸른엔텍,중소기업,저장탱크/ 집진기,전라북도 완주군 봉동읍 둔산리 868-11번지,127.1156159,35.96124015
(주)프로모텍,중소기업,자동차 시작부품,전라북도 완주군 봉동읍 용암리 850-2,127.1325413,35.93717656
(주)프로텍스코리아,중소기업,계면활성제,전라북도 완주군 봉동읍 용암리 831번지,127.1372088,35.94231407
(주)플래닝썬,중소기업,반도체 소자,전라북도 완주군 이서면 이문리 711,127.0143447,35.82182536
(주)하나정밀,중소기업,금형/ 자동차부품,전라북도 완주군 봉동읍 장구리 587-4번지,127.1119371,35.96519367
(주)하이엘,중소기업,VARISTOR/PTC/ THERMISTOR,전라북도 완주군 소양면 해월리 395번지,127.2519886,35.86697783
(주)하이젠비앤티,중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 868-12번지,127.1146631,35.96073375
(주)하이테크,중소기업,농기계 연료탱크/ 소형 보조탱크/ 커버/ 노브,전라북도 완주군 삼례읍 수계리 1389,127.1203086,35.93856392
(주)한국선진철도시스템,중소기업,철도차량내외장부품,전라북도 완주군 봉동읍 둔산리 868-7번지,127.1156802,35.95951818
(주)한국선진철도시스템,중소기업,철도차량내외장부품,전라북도 완주군 봉동읍 둔산리 948-15,127.1247468,35.95325224
(주)한국융복합바이오공학센터,중소기업,유기질 비료,전라북도 완주군 소양면 황운리 474-1번지,127.2394916,35.84649096
(주)한국토미,중소기업,특장용 샤시 및 보조차축,전라북도 완주군 봉동읍 장구리 587-2번지,127.1117741,35.96657642
(주)한성공업,중소기업,농기계 부품,전라북도 완주군 봉동읍 둔산리 852-10번지,127.12216,35.96792888
(주)한양오토모티브,중소기업,자동차부품(쇽압쇼바/ 샤시부품/ 파이프제조),전라북도 완주군 봉동읍 둔산리 931-4번지,127.120624,35.95630544
(주)한우리홈데코,중소기업,목창호 및 가구,전라북도 완주군 이서면 은교리 652-40번지,127.009402,35.81821837
(주)한울특수공업,중소기업,잭실린더,전라북도 완주군 삼례읍 신금리 363-45번지,127.094486,35.92810989
(주)한원,중소기업,태양광 구조물,전라북도 완주군 봉동읍 장구리 584-7번지,127.1147738,35.96564441
(주)한일의료기,중소기업,전기매트,전라북도 완주군 봉동읍 구미리 57번지,127.1476796,35.95000131
(주)한풍네이처팜,중소기업,의료용품 및 기타 의약관련제품,전라북도 완주군 봉동읍 둔산리 852-1번지,127.1254598,35.97057132
(주)한풍네이처팜,중소기업,건강기능식품/ 완제의약품,전라북도 완주군 봉동읍 장구리 578-5번지,127.1227782,35.97154933
(주)한호 제1공장,중소기업,버스 바닥 내장제 / HRT/,전라북도 완주군 봉동읍 용암리 790번지 (완주산업단지),127.1400254,35.94708631
(주)한흥물산,중소기업,지함박스류,전라북도 완주군 이서면 은교리 844번지,127.0097505,35.81007409
(주)해담이엔지,중소기업,구조물 제작,전라북도 완주군 봉동읍 둔산리 931-8번지,127.118761,35.95661552
(주)해밀,중소기업,애견용 샴푸/ 구강스프레이,전라북도 완주군 삼례읍 하리 1061-1번지,127.0942614,35.90515804
(주)햇빛누리,중소기업,태양광모듈 거치용 철재구조물 제작,전라북도 완주군 삼례읍 삼례리 1097-4번지,127.0784936,35.91589476
(주)향미원,중소기업,채소절임식품,전라북도 완주군 이서면 이문리 711번지 전북대학교 창업보육센터 101동 201호,127.0143447,35.82182536
(주)현대기공,중소기업,자동화설비,전라북도 완주군 봉동읍 장구리 584-2 현대기공,127.113687,35.96476764
(주)현대산업,중소기업,조경토/ 기포혼화제(건축자재),전라북도 완주군 소양면 해월리 289-1번지,127.2555139,35.87411072
(주)현성사,중소기업,배전반/ 제어장치,전라북도 완주군 봉동읍 둔산리 948-5번지,127.1226517,35.95053455
(주)협성시에스,중소기업,버스프레임부품(찬넬류),전라북도 완주군 봉동읍 용암리 802-2번지,127.1293144,35.94510641
(주)호롱불,중소기업,태양광 조명장치,전라북도 완주군 이서면 이문리 711번지 전북대학교창업보육3센터 제2-206,127.0143447,35.82182536
(주)호이스트코리아,중소기업,아웃트리거/ 붐/ 호이스트크레인/ 농업용 임업용 기계제조,전라북도 완주군 봉동읍 둔산리 863-16,127.1191248,35.96637089
(주)화신,중소기업,자동차엔진용품제조업,전라북도 완주군 봉동읍 용암리 802-14번지 ,127.1307156,35.94434226
(주)황제식품,중소기업,혼합분말/ 앙금,전라북도 완주군 용진읍 운곡리 118번지,127.1843275,35.90638336
(주)후성,중소기업,부품도장,전라북도 완주군 봉동읍 장구리 578-1번지,127.1188896,35.97307985
(주)흥진금속,중소기업,프레스금형,전라북도 완주군 봉동읍 둔산리 924-13 번지,127.1314309,35.95770741
B&C 아로마 허브 파크,중소기업,화장품,전라북도 완주군 화산면 화평리 641-3번지,127.2015719,36.03397714
GT산업,중소기업,금속가공제품,전라북도 완주군 삼례읍 신탁리 109번지,127.1290375,35.90976082
JK창호금속,중소기업,창호 등,전라북도 완주군 이서면 이문리 367-1번지,127.0084827,35.83208027
가천약주,중소기업,약주,전라북도 완주군 경천면 경천리 338번지,127.2636223,36.02026078
개미성전력 주식회사,중소기업,간판 및 광고물,전라북도 완주군 용진읍 상운리 237-1 A동 1층 좌측,127.1552516,35.88548657
건우,중소기업,금형제작,전라북도 완주군 봉동읍 용암리 802-5번지,127.1292634,35.94474579
건홍테크,중소기업,기계및장비부품,전라북도 완주군 봉동읍 둔산리 868-19번지,127.1146257,35.96012509
경진복합판넬,중소기업,복합판넬,전라북도 완주군 이서면 상개리 54-19번지,127.0462407,35.82178253
고산감골식품영농조합법인,중소기업,감잎차,전라북도 완주군 고산면 읍내리 57-1번지,127.2142453,35.97831587
고산농업협동조합,중소기업,축산부산물비료,전라북도 완주군 비봉면 백도리 429번지,127.169516,35.98557457
고택주조,중소기업,탁주,전라북도 완주군 구이면 계곡리 329번지,127.1131978,35.6758931
고향식품,중소기업,물엿,전라북도 완주군 소양면 황운리 39-2번지 ,127.2467186,35.87069489
구암쌀두부영농조합법인,중소기업,두부류/ 두부가공품,전라북도 완주군 구이면 원기리 624,127.1174019,35.73047551
구암쌀두부영농조합법인,중소기업,두부,전라북도 완주군 봉동읍 구암리 900-2번지,127.1011188,35.94479325
구이가공밸리,중소기업,건조채소/ 과채류/ 두유 등,전라북도 완주군 구이면 원기리 624번지,127.1174019,35.73047551
구이건업,중소기업,하이샷시창호,전라북도 완주군 구이면 계곡리 174-1번지,127.1193409,35.69268181
구이종합식품,중소기업,두부,전라북도 완주군 구이면 계곡리 268-5번지,127.1142994,35.68401387
국민개발(주),중소기업,금속구조제/ 조립식판넬,전라북도 완주군 구이면 계곡리 1022-97번지,127.1082488,35.66159627
굿모닝바이오,중소기업,오크린 팜,전라북도 완주군 경천면 경천리 227-3번지,127.2514414,36.0212463
그린종합산업,중소기업,FRP물탱크,전라북도 완주군 이서면 상개리 223-4번지,127.0415099,35.81177431
금강산업,중소기업,FRP,전라북도 완주군 상관면 죽림리 216-8번지,127.2197968,35.74624388
금강산업(주),중소기업,자물쇠,전라북도 완주군 소양면 황운리 598-3번지,127.2384728,35.85363948
금정테크,중소기업,금속구조재(H-beam),전라북도 완주군 이서면 금평리 406-3번지,127.0508139,35.82291862
기홍,중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 863-15 번지,127.1164899,35.96301294
나들이(주),중소기업,마스크,전라북도 완주군 봉동읍 둔산리 864-9 (재)전북테크노파크 전북과학기술진흥센터,127.1192336,35.96483859
나사렛목재산업,중소기업,목재 문/ 한옥 전통창호,전라북도 완주군 용진읍 구억리 311-1,127.1721044,35.85878124
노란주전자주조,중소기업,모주,전라북도 완주군 소양면 대흥리 617번지,127.2454091,35.87641429
농업회사법인 (주)황토농산,중소기업,오리포장육,전라북도 완주군 이서면 이성리 398-4번지,127.048049,35.79522171
농업회사법인 꼬숨식품(주),중소기업,생들기름/ 참기름/ 들기름,전라북도 완주군 소양면 해월리 862-17번지,127.2617727,35.85939712
농업회사법인 이오주식회사,중소기업,유기사료,전라북도 완주군 구이면 항가리 856-3번지,127.1199216,35.70716018
농업회사법인 주식회사 고산,중소기업,깐마늘,전라북도 완주군 고산면 율곡리 186-2번지,127.1845257,35.97107336
농업회사법인 주식회사 대성팜,중소기업,쌀가루/ 밀가루,전라북도 완주군 봉동읍 제내리 430-1번지,127.1219537,35.98598644
농업회사법인 주식회사 미라클바이오,중소기업,꾸지뽕 추출액 등,전라북도 완주군 구이면 계곡리 29번지,127.11917,35.6980765
농업회사법인 하오바이오(주),중소기업,식물재배용 인큐베이터,전라북도 완주군 고산면 남봉리 470-15번지,127.1873919,35.96914487
농업회사법인(유)다농라이스,중소기업,쌀/ 잡곡 도정,전라북도 완주군 고산면 서봉리 342-1번지,127.2070786,35.98885668
농업회사법인(주)나이테,중소기업,부분육(육계),전라북도 완주군 봉동읍 구미리 578-1번지,127.1363871,35.933182
농업회사법인(주)애니웰,중소기업,육류가공품/ 반려견 사료,전라북도 완주군 소양면 해월리 417-2,127.2504091,35.86340487
농업회사법인(주)진블루베리,중소기업,진블루베리즙/ 잼/ 진액 등,전라북도 완주군 소양면 명덕리 311-2번지,127.2115476,35.86441743
농업회사법인모심유한회사,중소기업,한우사골곰탕,전라북도 완주군 봉동읍 장기리 1181-13 모심,127.1559791,35.93719778
농업회사법인유한회사 완주베리,중소기업,블랙베리 가공식품(원액/ 진액 등),전라북도 완주군 경천면 경천리 227-9번지,127.252245,36.0214436
농업회사법인주식회사말린,중소기업,건조채소,전라북도 완주군 구이면 원기리 624,127.1174019,35.73047551
농촌사람들영농조합법인,중소기업,쌀찐빵/떡국/떡볶기/ 쌀국수/쌀만두,전라북도 완주군 이서면 이문리 711번지,127.0143447,35.82182536
눈부신자연애바이오(주),중소기업,미량요소복합비료(나야나),전라북도 완주군 소양면 황운리 128-4,127.2462281,35.86595892
뉴트리영농조합법인,중소기업,원예용 상토/ 4종복합비료,전라북도 완주군 소양면 신원리 657-1번지,127.289859,35.84200291
느루,중소기업,보건용마스크,전라북도 완주군 이서면 은교리 844번지,127.0097505,35.81007409
늘푸른식품,중소기업,김치등,전라북도 완주군 삼례읍 석전리 34-14번지,127.1140138,35.93535759
다다,중소기업,금속절단/ 금속가공,전라북도 완주군 이서면 상개리 54-16번지,127.0458864,35.82264887
다산기공(주) 제2공장,중소기업,총기부품/자동차엔진부품류및자동화산업기계,전라북도 완주군 봉동읍 용암리 798-5 번지,127.1409516,35.94408103
다산툴(주),중소기업,총기부품/ 절단용 날,전라북도 완주군 봉동읍 둔산리 931-9번지,127.1187674,35.95585361
다움상사,중소기업,나무젓가락 포장지 인쇄,전라북도 완주군 용진읍 운곡리 304,127.1765287,35.91579894
다정한그녀,중소기업,생강차/ 대추차,전라북도 완주군 용진읍 운곡리 686-2,127.1713827,35.90876776
달새앙,중소기업,생강즙/ 생강칩,전라북도 완주군 이서면 이문리 711-0 전북대학교창업보육3센터,127.0143447,35.82182536
대승,중소기업,엔진카바/티엠카바/밧데리카바/푸드스탭,전라북도 완주군 봉동읍 구암리 806-3번지,127.1081102,35.95134567
대승엔지니어링 완주지점,중소기업,모듈식 임시교사,전라북도 완주군 구이면 계곡리 487-2,127.112824,35.66860929
대원산업,중소기업,통상여과기/ 환경기계,전라북도 완주군 삼례읍 삼례리 747-9번지,127.0771521,35.90061309
